id,category,title,body,tags,created_at,updated_at,in_godot
115,ability,resurrect_weakened,"När en vänlig minion med X eller fler attack dör återkommer den i BACK_LINE med 1 attack och 1 HP.
trigger_value = min attack-krav. ability_arg = new_attack:1.","resurrect,structure",2026-04-25 18:04:46.775092+00,2026-04-25 18:04:46.775092+00,false
116,ability,deny_mana_gain,"Passiv: Fienden kan inte tjäna extra mana från korteffekter eller triggers.
Påverkar inte det naturliga manasystemet (tur+1).","control,mana,structure",2026-04-25 18:04:46.775092+00,2026-04-25 18:04:46.775092+00,false
117,ability,self_destroy_spawn,"Strukturen förstör sig själv och spawnar en kraftfull enhet när ett räknarvillkor uppfylls (ex 5 döda på en tur).
trigger_value = count-gräns. ability_arg = spawn:<stats/typ>,count_per_turn.","structure,spawn,conditional",2026-04-25 18:04:46.775092+00,2026-04-25 18:04:46.775092+00,false
118,ability,force_kill_own_minion,"Var N:e tur tvingas fienden döda en av sina egna minions.
trigger_value = N (turfrekvens). ability_arg = target:enemy.","control,structure",2026-04-25 18:04:46.775092+00,2026-04-25 18:04:46.775092+00,false
119,ability,spawn_token,"Spawnar en token när en specifik trigger sker.
ability_arg = attack/hp/namn/keywords för token.","spawn,structure,trigger",2026-04-25 18:04:46.775092+00,2026-04-25 18:04:46.775092+00,false
120,ability,move_to_backline,"En attackerande vänlig minion placeras i BACK_LINE direkt efter sin attack (istället för att stanna i FRONT_LINE).
trigger = on_friendly_attack.","movement,structure",2026-04-25 18:04:46.775092+00,2026-04-25 18:04:46.775092+00,false
121,ability,vanish_and_spawn,"När en vänlig minion dör vanishar den (försvinner permanent) och en ny token spawnas i hennes ställe.
ability_arg = spawn:<stats/typ>.","vanish,spawn,structure",2026-04-25 18:04:46.775092+00,2026-04-25 18:04:46.775092+00,false
122,ability,vanish_spawn_undead,"När ägaren drar en minion vanishar den kortet och spawnar ett Undead-kort med angivna stats istället.
ability_arg = spawn:<stats/typ>.","vanish,spawn,structure",2026-04-25 18:04:46.775092+00,2026-04-25 18:04:46.775092+00,false
123,ability,block_flying_core_attack,Passiv: FLYING-minions kan inte attackera ägarens core. De kan fortfarande attackera minions.,"defense,structure",2026-04-25 18:04:46.775092+00,2026-04-25 18:04:46.775092+00,false
124,ability,grow_then_spawn,"Strukturen kan inte repareras. Varje tur läggs 1 armor till. När armor når max förstörs strukturen och spawnar en kraftfull minion.
trigger_value = max armor. ability_arg = add_defense:1,spawn:<stats/typ>.","structure,passive,spawn",2026-04-25 18:04:46.775092+00,2026-04-25 18:04:46.775092+00,false
125,ability,aura_enemy_debuff,"Passiv aura: alla fiendeминions på fältet får -X i en stat (attack eller HP).
ability_arg = stat:<stat>,value:<X>.","aura,debuff,structure",2026-04-25 18:04:46.775092+00,2026-04-25 18:04:46.775092+00,false
126,ability,reveal_card,"Varje gång fienden drar ett kort avslöjas det kortet för ägaren.
trigger = on_enemy_draw.","information,structure",2026-04-25 18:04:46.775092+00,2026-04-25 18:04:46.775092+00,false
127,ability,protect_backline_retaliate,"Egna minions i BACK_LINE tar X mindre skada. Dessutom tar den första attackeraren X skada som retaliation.
ability_value = skademinskning och retaliationskada.","defense,damage,structure",2026-04-25 18:04:46.775092+00,2026-04-25 18:04:46.775092+00,false
128,ability,scare_no_damage,"Den första fiendeminion som attackerar varje tur blir SCARE:ad — skrämd till BACK_LINE och delar ut 0 skada denna attack.
trigger = on_first_attacker.","control,scare,structure",2026-04-25 18:04:46.775092+00,2026-04-25 18:04:46.775092+00,false
129,keyword,Lurker,Cant be target during enemy turn,,2026-04-26 17:25:01.271444+00,2026-04-26 17:25:01.181+00,false
130,keyword,Push,puttar tillbaka en minion till backline,,2026-04-26 19:57:31.44226+00,2026-04-26 19:57:31.295+00,false
131,keyword,Detector,Detector: på Structures gör så att stealth int funkar för enemy,,2026-04-26 20:04:27.422342+00,2026-04-26 20:04:26.802+00,false
132,keyword,Ambush (1-9),"Ambush ger + skada till skadade minions,",,2026-04-27 06:37:17.189018+00,2026-04-27 06:37:17.034+00,false
133,ability,Surge,När minion anfaller boosta egen mana med X,combat,2026-04-27 21:12:03.378079+00,2026-04-27 21:12:02.534+00,false
134,ability,plunder,"När minon träffar hero vid anfall, boosta egen mana med X",,2026-04-27 21:12:56.675755+00,2026-04-27 21:12:56.181+00,false
135,keyword,LURKER,"Minionen kan inte väljas som mål av motståndarens spell-effekter.\nKan heller inte attackeras direkt av fiendens minions.\nStealth-liknande skydd
   men utan att brytas vid attack.","evasion,defense",2026-04-28 09:49:23.575163+00,2026-04-28 09:49:23.575163+00,true
136,keyword,SURGE,"När minionen attackerar får ägaren X temporär mana för den resterande turen.\nManan försvinner vid turens slut.\nFormatet är SURGE_X, t.ex. 
  SURGE_2 ger 2 mana per attack. GÄLLER ALLA ATTACKER","mana,tempo",2026-04-28 09:49:23.575163+00,2026-05-03 12:26:31.186+00,true
137,keyword,PLUNDER,"När minionen delar ut skada direkt mot motståndarens hjälte får ägaren X temporär mana för den resterande turen.\nManan försvinner vid turens 
  slut.\nFormatet är PLUNDER_X, t.ex. PLUNDER_1.","mana,tempo,offense",2026-04-28 09:49:23.575163+00,2026-04-28 09:49:23.575163+00,true
139,keyword,Infested ( Forest),"Om en enemy minion får Infested så måste den fort som sjutton bort från spelplanen annars ger den negativ inverkan på lagkamraterna , exempel du kastar en infested spell på en 5-5 minion, slutet av enemys tur är det bra om han recaller dödar eller på annat sätt får bort den, annars ger EXEPELVIS 1 skada till alla omkring + en -1-1 aura på sig själv",,2026-04-30 07:02:31.63428+00,2026-04-30 07:02:31.129+00,false
140,keyword,Berserk ( Mode ),"Berserk mode är en ability som aktiveras när det som står efter händer till exempel, en 2-2 Warrior med berser, får 1 skada så aktiveras en Förskräcklig ilska som kallas berserk och han blir en 3-2 till exempel i en tur",,2026-04-30 08:06:37.879454+00,2026-04-30 08:07:45.397+00,false
141,keyword,Dread,Mötande minion får - attack,,2026-05-02 05:58:19.353108+00,2026-05-02 05:58:19.185+00,false
142,keyword,Lucky,Första skadan missar alltid,,2026-05-02 07:23:39.359363+00,2026-05-02 07:23:39.194+00,false
143,effect,Chilled,"Minions som är chilled blir slowade i strid, fienden slår före
Chillad x2 = Solid Frozen i 1 tur m",,2026-05-02 17:49:01.511202+00,2026-05-02 17:49:01.313+00,false
144,keyword,Unknowing,"Är som silence, en minionm förlorar tillfälligt/Permanent alla keywords + abilities",,2026-05-03 13:13:23.719426+00,2026-05-03 13:13:23.223+00,false
145,keyword,Unknowing,Silence,,2026-05-03 13:13:53.626132+00,2026-05-03 13:13:53.583+00,false
146,keyword,Infest,Skada en minion och denna minion (förutsatt den överlevt) kommer då ge 1 skada till hero per tur,smitta,2026-05-06 17:56:42.364558+00,2026-05-06 17:56:41.802+00,true
